,countyFIPS,CountyName,State,Deaths,Population,DeathsPerThousand,hhinc_mean2000,mean_commutetime2000,frac_coll_plus2010,foreign_share2010,med_hhinc2016,poor_share2010,share_white2010,share_black2010,share_hisp2010,share_asian2010,gsmn_math_g3_2013,rent_twobed2015,singleparent_share2010,traveltime15_2010,emp2000,mail_return_rate2010,ann_avg_job_growth_2004_2013,job_density_2013,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,adjmortmeas_amiall30day,adjmortmeas_chfall30day,adjmortmeas_pnall30day,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,cs_educ_ba,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc,taxrate
2233,41047,Marion County,OR,34,1294,26,71743.805,24.837103,0.20395383,0.14247799,51810.7100543866,0.16217376,0.68738961,0.014410072,0.24289724,0.015266786,2.5812912,774.67761,0.32151926,0.32478094,0.59033245,78.598442,-0.0021540327,113.59651,21.84914,7115.28,1.388142,0.15295279999999994,0.1449233,0.1370458,0.3866372,78.48374100000002,81.405751,70.479233,80.958466,70.172414,42.57,0.047351,0.0403813,0.053343,0.1004935,0.4028989,0.1349688,0.11611,0.57295,0.31380255,37.55626,0.7983598000000001,17.10259,0.0642494,0.3915248,0.4845009,0.6368041999999999,0.13083150000000002,12.62806,0.0381906654,0.0378817136,0.3190688,34036.25,176755.8,5.976155,20.980305,-10.61651,0.031378,19.8,45.3291,0.2076697,0.0090844,2147.022,0.0287413
2234,41049,Morrow County,OR,1,28,35,65016.086,23.653902,0.10749581,0.16589819,54447.339658104414,0.15350731,0.64602166,0.0059965989,0.31298667,0.0038719843,2.8048863,592.14142,0.30800128,0.37998,0.58074093,79.734985,-0.001254474,2.5127854,24.64825,7577.15,0.6185645000000001,0.1849688,0.1281196,0.0964746,-0.2281011,77.625226,88.57142900000002,56.428571,89.285714,46.666667,49.94,0.0022908,-0.0002681,0.0018538,0.1061832,0.2967671,0.1480905,0.04329,0.60187,-0.10617162,28.0764,0.12733060000000002,24.42929,0.07679860000000001,0.4622955,0.4881259,0.6505316,0.15555560000000002,14.51569,0.026102774,0.0367439745,0.3994401,30201.83,118637.0,8.1271676,15.489258,-6.850177,-0.0141031,11.0,49.60814,0.1649625,0.0060027,2886.426,0.0510935
2235,41051,Multnomah County,OR,68,1748,38,78047.227,25.620581,0.36226693,0.1379059,61384.818449232,0.1619425,0.72117299,0.066751979,0.10898177,0.052327998,3.1042304,1060.7498,0.35264587,0.23435126,0.64466757,77.818207,0.014619942,889.8281900000002,20.3489,7357.49,0.6306086999999999,0.1682421,0.1202614,0.1176404,0.2462059,74.769773,87.51586999999998,67.625899,80.744816,63.797468,42.25,0.07540219999999999,0.0646918,0.0842139,0.0993311,0.4652674,0.1265691,0.17126,0.53522,0.7837118000000001,45.70771,5.540163,7.510682000000001,0.06267909999999999,0.1739052,0.2690626,0.6902699000000001,0.1264575,12.71261,0.0460373119,0.052653652,0.2546281,38850.95,210480.7,7.0259879000000005,21.183916,-6.847484,0.0546152,30.7,41.83675,0.2440442,0.0123163,3482.021,0.0419473
2236,41053,Polk County,OR,12,131,91,74139.727,24.656466,0.28137824,0.071351089,53457.9454398366,0.13238445,0.80503428,0.010477036,0.12052571,0.016760921,3.056175,757.7374900000002,0.26618791,0.30568376,0.60194564,81.026985,-0.0020212256,43.047462,17.11684,7563.75,1.359109,0.1645259,0.1295421,0.1427816,0.3420256,77.771107,81.677704,66.445916,83.002208,68.545994,34.52,0.0285865,0.025281,0.034422,0.06448480000000001,0.336943,0.114711,0.0657,0.55621,0.05794132,22.36294,0.3671049000000001,8.784867,0.0571105,0.3799969,0.5611356,0.6413848000000001,0.1200465,6.450786,0.068868227,0.0490862456,0.3614237,35507.48,190219.1,7.745750900000001,20.307167,-6.63718,0.0362231,25.3,46.81344,0.187314,0.0065624,1236.491,0.013587299999999998
2237,41055,Sherman County,OR,0,1,0,62132.066,21.371584,0.15420561,0.036283672,41389.0,0.20011148,0.91558075,0.0028328612,0.055524081,0.0016997167000000002,,684.0,0.2283105,0.5006935,0.55503356,72.199997,-0.0030702462,0.95180982,20.40086,5261.95,-1.318606,0.2189425,0.0894615,0.0257582,1.025954,78.462941,96.296296,66.666667,70.37037,65.217391,-40.89,0.0,0.0,0.0,0.0,,0.1456816,,0.6747,-0.21028714,30.97208,0.0,4.860393,0.1021978,-0.1095764,-0.044967900000000005,0.5986577,0.06771460000000001,2.481903,,,0.5095628,35130.06,103174.2,9.4937028,11.449118,7.791938,-0.0373802,19.0,,0.1218487,0.0041365,3004.171,0.0463721
2238,41057,Tillamook County,OR,0,6,0,63170.809,20.996809,0.19790509,0.057901699,44110.162613861394,0.16842444,0.86740595,0.0047128713,0.090455443,0.0079994462,2.9887908,798.76453,0.34799117,0.54057395,0.5642125,83.990135,-0.01362062,9.0787058,21.72604,7347.0,1.541682,0.1777581,0.151361,0.1184787,-0.3634564,73.63046999999997,83.57843100000002,62.990196,72.54902,62.130178,41.14,0.005810899999999999,0.0017122,0.0058695,0.0237193,0.3783102,0.1142305,0.07898,0.57465,-0.59974761,25.95829,0.17311020000000002,5.1273589999999984,0.06170850000000001,0.1463806,0.2259062,0.587133,0.1297919,4.158767,0.0279449345,0.0232874454,0.5296749,37003.95,191818.7,6.3927577000000015,18.207141,-9.278444,0.0021119,17.6,46.62357,0.1939466,0.004946,2656.838,0.027298000000000003
2239,41059,Umatilla County,OR,4,234,17,65398.836,18.14547,0.1443918,0.10249545,48995.0977348496,0.15748721,0.69431669,0.010304524,0.23859848,0.0060546836,2.2323153,671.34277,0.33124506,0.51488781,0.58718461,77.80579399999998,-0.0061139399,9.9853487,22.48555,6879.73,1.793076,0.17830320000000002,0.1363104,0.1444397,0.2010755,78.263763,87.46958599999998,63.50365,82.481752,61.567878,43.31,0.0117177,0.0088442,0.0112641,0.1197788,0.3478653,0.1266022,0.06047,0.61147,-0.71539418,43.3407,0.7583489000000001,16.11102,0.0703375,0.1985525,0.2288377,0.6317124,0.12797730000000002,8.405624000000001,0.0287322107,0.0326444407,0.5320272,30294.61,130767.3,7.3931434,17.891969,-1.572155,0.0082141,16.0,46.83894,0.201654,0.0099081,2061.2670000000007,0.0259953
2240,41061,Union County,OR,0,255,0,61248.609,17.085339,0.20117806,0.030894093,46794.1500699083,0.16257972,0.90908033,0.0083113248,0.038915645,0.0071684359999999985,3.527992,707.08533,0.31075326,0.57758957,0.5625149,80.381561,-0.0045090327,5.2754488,18.92612,7494.98,1.632718,0.2343842,0.1075216,0.12460430000000003,-1.129664,45.69808,83.623693,62.020906,74.56446,67.068273,62.64,0.0249087,0.0307346,0.0195448,0.0168928,0.3450942,0.1378861,0.08058,0.64057,0.43547333,33.61598,0.476967,2.445984,0.06352999999999999,0.0254588,0.1271396,0.6140814,0.132684,2.6702,0.0227884223,0.0244598451,0.6259314,31440.1,124768.8,5.8690909000000016,18.973818,3.0288,-0.008257299999999999,21.8,50.16671,0.1980809,0.007134100000000002,2046.275,0.0241613
2241,41063,Wallowa County,OR,0,7,0,59639.699,17.741423,0.21095705,0.011461923999999998,43037.6083047945,0.12939337,0.9453482,0.006421233100000001,0.022260275,0.0029965753,3.1438601000000004,552.62445,0.30685562,0.64292544,0.53550464,85.533203,-0.013345883,0.90998983,22.28826,8050.55,-2.022473,0.1785339,0.0137099,0.1029065,-0.1005083,82.469696,85.321101,66.972477,70.642202,66.393443,67.34,0.0019096,0.0007387,0.001687,0.004074800000000001,0.5553813,0.1399246,0.30487,0.6228100000000001,0.2026406,37.36507,0.0276778,1.7298639999999998,0.0923683,-0.006462300000000001,0.1377719,0.6074255999999999,0.1091029,0.8441738000000001,0.010102408,0.013838915,0.6440992,34762.17,148362.9,6.280112,15.632913,13.56621,-0.0353652,20.3,51.73672,0.1770833,0.0047052,3575.315,0.016023
2242,41065,Wasco County,OR,1,46,21,63519.109,19.248295,0.2119951,0.08808089,47542.698647523095,0.15355603,0.77563161,0.005076746,0.14845516,0.006666280300000001,2.4648328,768.1792,0.29457316,0.55877531,0.55582714,76.31456800000002,0.0085839964,5.3138351,24.3259,6578.56,0.6409228,0.1505616,0.12888110000000005,0.1226023,0.1837015,80.083745,85.797101,70.434783,76.811594,63.839286,55.2,0.0266411,0.0200631,0.0362737,0.0413286,0.3623696,0.1293594,0.06904,0.58324,0.90657407,34.9544,0.2732126,9.306041,0.08696330000000001,0.0947451,0.1852284,0.6045619000000001,0.109008,6.166197,0.026018242200000003,0.0248413266,0.5677310999999999,33259.7,140631.5,6.5654729000000005,18.517841,-7.060012,0.0265145,15.7,46.16261,0.21000700000000005,0.0101299,2771.803,0.028347700000000007
