,countyFIPS,CountyName,State,Deaths,Population,DeathsPerMillion
1557,29095,Jackson County (including other portions of Kansas City),MO,52,703011,73
1558,29097,Jasper County,MO,0,121328,0
1559,29099,Jefferson County,MO,19,225081,84
1560,29101,Johnson County,MO,0,54062,0
1561,29103,Knox County,MO,0,3959,0
1562,29105,Laclede County,MO,0,35723,0
1563,29107,Lafayette County,MO,2,32708,61
1564,29109,Lawrence County,MO,0,38355,0
1565,29111,Lewis County,MO,1,9776,102
1566,29113,Lincoln County,MO,1,59013,16
1567,29115,Linn County,MO,1,11920,83
1568,29117,Livingston County,MO,0,15227,0
1569,29119,McDonald County,MO,0,22837,0
1570,29121,Macon County,MO,0,15117,0
1571,29123,Madison County,MO,0,12088,0
1572,29125,Maries County,MO,0,8697,0
1573,29127,Marion County,MO,0,28530,0
1574,29129,Mercer County,MO,0,3617,0
1575,29131,Miller County,MO,0,25619,0
1576,29133,Mississippi County,MO,0,13180,0
1577,29135,Moniteau County,MO,1,16132,61
1578,29137,Monroe County,MO,0,8644,0
1579,29139,Montgomery County,MO,0,11551,0
1580,29141,Morgan County,MO,0,20627,0
1581,29143,New Madrid County,MO,1,17076,58
1582,29145,Newton County,MO,2,58236,34
1583,29147,Nodaway County,MO,0,22092,0
1584,29149,Oregon County,MO,0,10529,0
1585,29151,Osage County,MO,0,13615,0
1586,29153,Ozark County,MO,0,9174,0
1587,29155,Pemiscot County,MO,6,15805,379
1588,29157,Perry County,MO,0,19136,0
1589,29159,Pettis County,MO,1,42339,23
1590,29161,Phelps County,MO,0,44573,0
1591,29163,Pike County,MO,1,18302,54
1592,29165,Platte County,MO,4,104418,38
1593,29167,Polk County,MO,0,32149,0
1594,29169,Pulaski County,MO,1,52607,19
1595,29171,Putnam County,MO,0,4696,0
1596,29173,Ralls County,MO,0,10309,0
1597,29175,Randolph County,MO,0,24748,0
1598,29177,Ray County,MO,0,23018,0
1599,29179,Reynolds County,MO,0,6270,0
1600,29181,Ripley County,MO,0,13288,0
1601,29183,St. Charles County,MO,69,402022,171
1602,29185,St. Clair County,MO,0,9397,0
1603,29186,Ste. Genevieve County,MO,1,17894,55
1604,29187,St. Francois County,MO,2,67215,29
1605,29189,St. Louis County,MO,546,994205,549
1606,29195,Saline County,MO,4,22761,175
1607,29197,Schuyler County,MO,0,4660,0
1608,29199,Scotland County,MO,1,4902,203
1609,29201,Scott County,MO,10,38280,261
1610,29203,Shannon County,MO,0,8166,0
1611,29205,Shelby County,MO,0,5930,0
1612,29207,Stoddard County,MO,7,29025,241
1613,29209,Stone County,MO,0,31952,0
1614,29211,Sullivan County,MO,0,6089,0
1615,29213,Taney County,MO,2,55928,35
1616,29215,Texas County,MO,0,25398,0
1617,29217,Vernon County,MO,0,20563,0
1618,29219,Warren County,MO,0,35649,0
1619,29221,Washington County,MO,1,24730,40
1620,29223,Wayne County,MO,0,12873,0
1621,29225,Webster County,MO,0,39592,0
1622,29227,Worth County,MO,0,2013,0
1623,29229,Wright County,MO,0,18289,0
1624,29510,City of St. Louis,MO,148,300576,492
1626,30001,Beaverhead County,MT,0,9453,0
1627,30003,Big Horn County,MT,3,13319,225
1628,30005,Blaine County,MT,0,6681,0
1629,30007,Broadwater County,MT,0,6237,0
1630,30009,Carbon County,MT,0,10725,0
1631,30011,Carter County,MT,0,1252,0
1632,30013,Cascade County,MT,2,81366,24
1633,30015,Chouteau County,MT,0,5635,0
1634,30017,Custer County,MT,0,11402,0
1635,30019,Daniels County,MT,0,1690,0
1636,30021,Dawson County,MT,0,8613,0
1637,30023,Deer Lodge County,MT,0,9140,0
1638,30025,Fallon County,MT,0,2846,0
1639,30027,Fergus County,MT,0,11050,0
1640,30029,Flathead County,MT,2,103806,19
1641,30031,Gallatin County,MT,1,114434,8
1642,30033,Garfield County,MT,0,1258,0
1643,30035,Glacier County,MT,0,13753,0
1644,30037,Golden Valley County,MT,0,821,0
1645,30039,Granite County,MT,0,3379,0
1646,30041,Hill County,MT,0,16484,0
1647,30043,Jefferson County,MT,0,12221,0
1648,30045,Judith Basin County,MT,0,2007,0
1649,30047,Lake County,MT,0,30458,0
1650,30049,Lewis and Clark County,MT,0,69432,0
1651,30051,Liberty County,MT,0,2337,0
1652,30053,Lincoln County,MT,1,19980,50
1653,30055,McCone County,MT,0,1664,0
1654,30057,Madison County,MT,1,8600,116
1655,30059,Meagher County,MT,0,1862,0
1656,30061,Mineral County,MT,0,4397,0
1657,30063,Missoula County,MT,1,119600,8
1658,30065,Musselshell County,MT,0,4633,0
1659,30067,Park County,MT,0,16606,0
1660,30069,Petroleum County,MT,0,487,0
1661,30071,Phillips County,MT,0,3954,0
1662,30073,Pondera County,MT,0,5911,0
1663,30075,Powder River County,MT,0,1682,0
1664,30077,Powell County,MT,0,6890,0
1665,30079,Prairie County,MT,0,1077,0
1666,30081,Ravalli County,MT,0,43806,0
1667,30083,Richland County,MT,0,10803,0
1668,30085,Roosevelt County,MT,0,11004,0
1669,30087,Rosebud County,MT,0,8937,0
1670,30089,Sanders County,MT,0,12113,0
1671,30091,Sheridan County,MT,0,3309,0
1672,30093,Silver Bow County,MT,0,34915,0
1673,30095,Stillwater County,MT,0,9642,0
1674,30097,Sweet Grass County,MT,0,3737,0
1675,30099,Teton County,MT,0,6147,0
1676,30101,Toole County,MT,6,4736,1266
1677,30103,Treasure County,MT,0,696,0
1678,30105,Valley County,MT,0,7396,0
1679,30107,Wheatland County,MT,0,2126,0
1680,30109,Wibaux County,MT,0,969,0
1681,30111,Yellowstone County,MT,3,161300,18
1683,31001,Adams County,NE,11,31363,350
1684,31003,Antelope County,NE,0,6298,0
1685,31005,Arthur County,NE,0,463,0
1686,31007,Banner County,NE,0,745,0
1687,31009,Blaine County,NE,0,465,0
1688,31011,Boone County,NE,0,5192,0
1689,31013,Box Butte County,NE,0,10783,0
1690,31015,Boyd County,NE,0,1919,0
1691,31017,Brown County,NE,0,2955,0
1692,31019,Buffalo County,NE,1,49659,20
1693,31021,Burt County,NE,0,6459,0
1694,31023,Butler County,NE,0,8016,0
1695,31025,Cass County,NE,0,26248,0
1696,31027,Cedar County,NE,0,8402,0
1697,31029,Chase County,NE,0,3924,0
1698,31031,Cherry County,NE,0,5689,0
1699,31033,Cheyenne County,NE,0,8910,0
1700,31035,Clay County,NE,0,6203,0
1701,31037,Colfax County,NE,4,10709,373
1702,31039,Cuming County,NE,0,8846,0
1703,31041,Custer County,NE,4,10777,371
1704,31043,Dakota County,NE,29,20026,1448
1705,31045,Dawes County,NE,0,8589,0
1706,31047,Dawson County,NE,8,23595,339
1707,31049,Deuel County,NE,0,1794,0
1708,31051,Dixon County,NE,1,5636,177
1709,31053,Dodge County,NE,6,36565,164
1710,31055,Douglas County,NE,77,571327,134
1711,31057,Dundy County,NE,0,1693,0
1712,31059,Fillmore County,NE,1,5462,183
1713,31061,Franklin County,NE,0,2979,0
1714,31063,Frontier County,NE,0,2627,0
1715,31065,Furnas County,NE,1,4676,213
1716,31067,Gage County,NE,4,21513,185
1717,31069,Garden County,NE,0,1837,0
1718,31071,Garfield County,NE,0,1969,0
1719,31073,Gosper County,NE,0,1990,0
1720,31075,Grant County,NE,0,623,0
1721,31077,Greeley County,NE,0,2356,0
1722,31079,Hall County,NE,45,61353,733
1723,31081,Hamilton County,NE,11,9324,1179
1724,31083,Harlan County,NE,0,3380,0
1725,31085,Hayes County,NE,0,922,0
1726,31087,Hitchcock County,NE,0,2762,0
1727,31089,Holt County,NE,0,10067,0
1728,31091,Hooker County,NE,0,682,0
1729,31093,Howard County,NE,4,6445,620
1730,31095,Jefferson County,NE,0,7046,0
1731,31097,Johnson County,NE,0,5071,0
1732,31099,Kearney County,NE,0,6495,0
1733,31101,Keith County,NE,0,8034,0
1734,31103,Keya Paha County,NE,0,806,0
1735,31105,Kimball County,NE,0,3632,0
1736,31107,Knox County,NE,0,8332,0
1737,31109,Lancaster County,NE,10,319090,31
1738,31111,Lincoln County,NE,2,34914,57
1739,31113,Logan County,NE,0,748,0
1740,31115,Loup County,NE,0,664,0
1741,31117,McPherson County,NE,0,494,0
1742,31119,Madison County,NE,4,35099,113
1743,31121,Merrick County,NE,0,7755,0
1744,31123,Morrill County,NE,0,4642,0
1745,31125,Nance County,NE,0,3519,0
1746,31127,Nemaha County,NE,0,6972,0
1747,31129,Nuckolls County,NE,0,4148,0
1748,31131,Otoe County,NE,0,16012,0
1749,31133,Pawnee County,NE,0,2613,0
1750,31135,Perkins County,NE,0,2891,0
1751,31137,Phelps County,NE,0,9034,0
1752,31139,Pierce County,NE,0,7148,0
1753,31141,Platte County,NE,2,33470,59
1754,31143,Polk County,NE,0,5213,0
1755,31145,Red Willow County,NE,0,10724,0
1756,31147,Richardson County,NE,1,7865,127
1757,31149,Rock County,NE,0,1357,0
1758,31151,Saline County,NE,2,14224,140
1759,31153,Sarpy County,NE,8,187196,42
1760,31155,Saunders County,NE,2,21578,92
1761,31157,Scotts Bluff County,NE,2,35618,56
1762,31159,Seward County,NE,1,17284,57
1763,31161,Sheridan County,NE,0,5246,0
1764,31163,Sherman County,NE,0,3001,0
1765,31165,Sioux County,NE,0,1166,0
1766,31167,Stanton County,NE,0,5920,0
1767,31169,Thayer County,NE,0,5003,0
1768,31171,Thomas County,NE,0,722,0
1769,31173,Thurston County,NE,1,7224,138
1770,31175,Valley County,NE,0,4158,0
1771,31177,Washington County,NE,1,20729,48
1772,31179,Wayne County,NE,0,9385,0
1773,31181,Webster County,NE,0,3487,0
1774,31183,Wheeler County,NE,0,783,0
1775,31185,York County,NE,0,13679,0
1777,32001,Churchill County,NV,1,24909,40
1778,32003,Clark County,NV,397,2266715,175
1779,32005,Douglas County,NV,0,48905,0
1780,32007,Elko County,NV,1,52778,18
1781,32009,Esmeralda County,NV,0,873,0
1782,32011,Eureka County,NV,0,2029,0
1783,32013,Humboldt County,NV,4,16831,237
1784,32015,Lander County,NV,0,5532,0
1785,32017,Lincoln County,NV,0,5183,0
1786,32019,Lyon County,NV,2,57510,34
1787,32021,Mineral County,NV,0,4505,0
1788,32023,Nye County,NV,3,46523,64
1789,32027,Pershing County,NV,0,6725,0
1790,32029,Storey County,NV,0,4123,0
1791,32031,Washoe County,NV,72,471519,152
1792,32033,White Pine County,NV,0,9580,0
1793,32510,Carson City,NV,5,55916,89
1795,33001,Belknap County,NH,1,61303,16
1796,33003,Carroll County,NH,0,48910,0
1797,33005,Cheshire County,NH,2,76085,26
1798,33007,Coos County,NH,0,31563,0
1799,33009,Grafton County,NH,1,89886,11
1800,33011,Hillsborough County,NH,220,417025,527
1801,33013,Merrimack County,NH,18,151391,118
1802,33015,Rockingham County,NH,83,309769,267
1803,33017,Strafford County,NH,13,130633,99
1804,33019,Sullivan County,NH,1,43146,23
1806,34001,Atlantic County,NJ,189,263670,716
1807,34003,Bergen County,NJ,1693,932202,1816
1808,34005,Burlington County,NJ,370,445349,830
1809,34007,Camden County,NJ,416,506471,821
1810,34009,Cape May County,NJ,62,92039,673
1811,34011,Cumberland County,NJ,123,149527,822
1812,34013,Essex County,NJ,1759,798975,2201
1813,34015,Gloucester County,NJ,171,291636,586
1814,34017,Hudson County,NJ,1261,672391,1875
1815,34019,Hunterdon County,NJ,67,124371,538
1816,34021,Mercer County,NJ,524,367430,1426
1817,34023,Middlesex County,NJ,1100,825062,1333
1818,34025,Monmouth County,NJ,694,618795,1121
1819,34027,Morris County,NJ,639,491845,1299
1820,34029,Ocean County,NJ,845,607186,1391
1821,34031,Passaic County,NJ,1013,501826,2018
1822,34033,Salem County,NJ,64,62385,1025
1823,34035,Somerset County,NJ,438,328934,1331
1824,34037,Sussex County,NJ,152,140488,1081
1825,34039,Union County,NJ,1135,556341,2040
1826,34041,Warren County,NJ,142,105267,1348
1828,35001,Bernalillo County,NM,82,679121,120
1829,35003,Catron County,NM,1,3527,283
1830,35005,Chaves County,NM,2,64615,30
1831,35006,Cibola County,NM,11,26675,412
1832,35007,Colfax County,NM,0,11941,0
1833,35009,Curry County,NM,0,48954,0
1834,35011,De Baca County,NM,0,1748,0
1835,35013,Doña Ana County,NM,6,218195,27
1836,35015,Eddy County,NM,1,58460,17
1837,35017,Grant County,NM,0,26998,0
1838,35019,Guadalupe County,NM,0,4300,0
1839,35021,Harding County,NM,0,625,0
1840,35023,Hidalgo County,NM,0,4198,0
1841,35025,Lea County,NM,0,71070,0
1842,35027,Lincoln County,NM,0,19572,0
1843,35028,Los Alamos County,NM,0,19369,0
1844,35029,Luna County,NM,2,23709,84
1845,35031,McKinley County,NM,159,71367,2227
1846,35033,Mora County,NM,0,4521,0
1847,35035,Otero County,NM,6,67490,88
1848,35037,Quay County,NM,1,8253,121
1849,35039,Rio Arriba County,NM,1,38921,25
1850,35041,Roosevelt County,NM,1,18500,54
1851,35043,Sandoval County,NM,28,146748,190
1852,35045,San Juan County,NM,154,123958,1242
1853,35047,San Miguel County,NM,0,27277,0
1854,35049,Santa Fe County,NM,3,150358,19
1855,35051,Sierra County,NM,0,10791,0
1856,35053,Socorro County,NM,5,16637,300
1857,35055,Taos County,NM,0,32723,0
1858,35057,Torrance County,NM,1,15461,64
1859,35059,Union County,NM,0,4059,0
1860,35061,Valencia County,NM,2,76688,26
1863,36001,Albany County,NY,108,305506,353
1864,36003,Allegany County,NY,2,46091,43
1865,36005,Bronx County,NY,4631,1418207,3265
1866,36007,Broome County,NY,56,190488,293
1867,36009,Cattaraugus County,NY,6,76117,78
1868,36011,Cayuga County,NY,2,76576,26
1869,36013,Chautauqua County,NY,3,126903,23
1870,36015,Chemung County,NY,3,83456,35
1871,36017,Chenango County,NY,6,47207,127
1872,36019,Clinton County,NY,4,80485,49
1873,36021,Columbia County,NY,47,59461,790
1874,36023,Cortland County,NY,1,47581,21
1875,36025,Delaware County,NY,4,44135,90
1876,36027,Dutchess County,NY,151,294218,513
1877,36029,Erie County,NY,563,918702,612
1878,36031,Essex County,NY,0,36885,0
1879,36033,Franklin County,NY,0,50022,0
1880,36035,Fulton County,NY,26,53383,487
1881,36037,Genesee County,NY,5,57280,87
1882,36039,Greene County,NY,13,47188,275
1883,36041,Hamilton County,NY,1,4416,226
1884,36043,Herkimer County,NY,3,61319,48
1885,36045,Jefferson County,NY,0,109834,0
1886,36047,Kings County,NY,6985,2559903,2728
1887,36049,Lewis County,NY,5,26296,190
1888,36051,Livingston County,NY,4,62914,63
1889,36053,Madison County,NY,9,70941,126
1890,36055,Monroe County,NY,236,741770,318
1891,36057,Montgomery County,NY,4,49221,81
1892,36059,Nassau County,NY,2175,1356924,1602
1893,36061,New York County,NY,3047,1628706,1870
1894,36063,Niagara County,NY,84,209281,401
1895,36065,Oneida County,NY,88,228671,384
1896,36067,Onondaga County,NY,160,460528,347
1897,36069,Ontario County,NY,24,109777,218
1898,36071,Orange County,NY,397,384940,1031
1899,36073,Orleans County,NY,50,40352,1239
1900,36075,Oswego County,NY,2,117124,17
1901,36077,Otsego County,NY,4,59493,67
1902,36079,Putnam County,NY,62,98320,630
1903,36081,Queens County,NY,6492,2253858,2880
1904,36083,Rensselaer County,NY,31,158714,195
1905,36085,Richmond County,NY,1031,476143,2165
1906,36087,Rockland County,NY,506,325789,1553
1907,36089,St. Lawrence County,NY,3,107740,27
1908,36091,Saratoga County,NY,15,229863,65
1909,36093,Schenectady County,NY,32,155299,206
1910,36095,Schoharie County,NY,2,30999,64
1911,36097,Schuyler County,NY,0,17807,0
1912,36099,Seneca County,NY,1,34016,29
1913,36101,Steuben County,NY,29,95379,304
1914,36103,Suffolk County,NY,1963,1476601,1329
1915,36105,Sullivan County,NY,35,75432,463
1916,36107,Tioga County,NY,19,48203,394
1917,36109,Tompkins County,NY,0,102180,0
1918,36111,Ulster County,NY,81,177573,456
1919,36113,Warren County,NY,30,63944,469
1920,36115,Washington County,NY,14,61204,228
1921,36117,Wayne County,NY,2,89918,22
1922,36119,Westchester County,NY,1413,967506,1460
1923,36121,Wyoming County,NY,5,39859,125
1924,36123,Yates County,NY,6,24913,240
1926,37001,Alamance County,NC,35,169509,206
1927,37003,Alexander County,NC,0,37497,0
1928,37005,Alleghany County,NC,0,11137,0
1929,37007,Anson County,NC,1,24446,40
1930,37009,Ashe County,NC,1,27203,36
1931,37011,Avery County,NC,0,17557,0
1932,37013,Beaufort County,NC,0,46994,0
1933,37015,Bertie County,NC,4,18947,211
1934,37017,Bladen County,NC,2,32722,61
1935,37019,Brunswick County,NC,3,142820,21
1936,37021,Buncombe County,NC,35,261191,134
1937,37023,Burke County,NC,17,90485,187
1938,37025,Cabarrus County,NC,25,216453,115
1939,37027,Caldwell County,NC,4,82178,48
1940,37029,Camden County,NC,0,10867,0
1941,37031,Carteret County,NC,3,69473,43
1942,37033,Caswell County,NC,1,22604,44
1943,37035,Catawba County,NC,10,159551,62
1944,37037,Chatham County,NC,39,74470,523
1945,37039,Cherokee County,NC,1,28612,34
1946,37041,Chowan County,NC,0,13943,0
1947,37043,Clay County,NC,0,11231,0
1948,37045,Cleveland County,NC,2,97947,20
1949,37047,Columbus County,NC,35,55508,630
1950,37049,Craven County,NC,6,102139,58
1951,37051,Cumberland County,NC,31,335509,92
1952,37053,Currituck County,NC,0,27763,0
1953,37055,Dare County,NC,1,37009,27
1954,37057,Davidson County,NC,15,167609,89
1955,37059,Davie County,NC,2,42846,46
1956,37061,Duplin County,NC,20,58741,340
1957,37063,Durham County,NC,60,321488,186
1958,37065,Edgecombe County,NC,9,51472,174
1959,37067,Forsyth County,NC,28,382295,73
1960,37069,Franklin County,NC,21,69685,301
1961,37071,Gaston County,NC,9,224529,40
1962,37073,Gates County,NC,2,11562,172
1963,37075,Graham County,NC,0,8441,0
1964,37077,Granville County,NC,17,60443,281
1965,37079,Greene County,NC,2,21069,94
1966,37081,Guilford County,NC,106,537174,197
1967,37083,Halifax County,NC,3,50010,59
1968,37085,Harnett County,NC,30,135976,220
1969,37087,Haywood County,NC,0,62317,0
1970,37089,Henderson County,NC,48,117417,408
1971,37091,Hertford County,NC,7,23677,295
1972,37093,Hoke County,NC,3,55234,54
1973,37095,Hyde County,NC,0,4937,0
1974,37097,Iredell County,NC,7,181806,38
1975,37099,Jackson County,NC,1,43938,22
1976,37101,Johnston County,NC,26,209339,124
1977,37103,Jones County,NC,3,9419,318
1978,37105,Lee County,NC,7,61779,113
1979,37107,Lenoir County,NC,10,55949,178
1980,37109,Lincoln County,NC,0,86111,0
1981,37111,McDowell County,NC,1,45756,21
1982,37113,Macon County,NC,1,35858,27
1983,37115,Madison County,NC,0,21755,0
1984,37117,Martin County,NC,4,22440,178
1985,37119,Mecklenburg County,NC,133,1110356,119
1986,37121,Mitchell County,NC,0,14964,0
1987,37123,Montgomery County,NC,6,27173,220
1988,37125,Moore County,NC,11,100880,109
1989,37127,Nash County,NC,4,94298,42
1990,37129,New Hanover County,NC,5,234473,21
1991,37131,Northampton County,NC,15,19483,769
1992,37133,Onslow County,NC,3,197938,15
1993,37135,Orange County,NC,41,148476,276
1994,37137,Pamlico County,NC,0,12726,0
1995,37139,Pasquotank County,NC,15,39824,376
1996,37141,Pender County,NC,1,63060,15
1997,37143,Perquimans County,NC,2,13463,148
1998,37145,Person County,NC,1,39490,25
1999,37147,Pitt County,NC,4,180742,22
2000,37149,Polk County,NC,4,20724,193
2001,37151,Randolph County,NC,24,143667,167
2002,37153,Richmond County,NC,5,44829,111
2003,37155,Robeson County,NC,24,130625,183
2004,37157,Rockingham County,NC,2,91010,21
2005,37159,Rowan County,NC,38,142088,267
2006,37161,Rutherford County,NC,7,67029,104
2007,37163,Sampson County,NC,5,63531,78
2008,37165,Scotland County,NC,0,34823,0
2009,37167,Stanly County,NC,5,62806,79
2010,37169,Stokes County,NC,0,45591,0
2011,37171,Surry County,NC,2,71783,27
2012,37173,Swain County,NC,0,14271,0
2013,37175,Transylvania County,NC,1,34385,29
2014,37177,Tyrrell County,NC,0,4016,0
2015,37179,Union County,NC,23,239859,95
2016,37181,Vance County,NC,35,44535,785
2017,37183,Wake County,NC,43,1111761,38
2018,37185,Warren County,NC,4,19731,202
2019,37187,Washington County,NC,3,11580,259
2020,37189,Watauga County,NC,0,56177,0
2021,37191,Wayne County,NC,22,123131,178
2022,37193,Wilkes County,NC,6,68412,87
2023,37195,Wilson County,NC,16,81801,195
2024,37197,Yadkin County,NC,4,37667,106
2025,37199,Yancey County,NC,0,18069,0
2027,38001,Adams County,ND,0,2216,0
2028,38003,Barnes County,ND,0,10415,0
2029,38005,Benson County,ND,0,6832,0
2030,38007,Billings County,ND,0,928,0
2031,38009,Bottineau County,ND,0,6282,0
2032,38011,Bowman County,ND,0,3024,0
2033,38013,Burke County,ND,0,2115,0
2034,38015,Burleigh County,ND,0,95626,0
2035,38017,Cass County,ND,64,181923,351
2036,38019,Cavalier County,ND,0,3762,0
2037,38021,Dickey County,ND,0,4872,0
2038,38023,Divide County,ND,0,2264,0
2039,38025,Dunn County,ND,0,4424,0
2040,38027,Eddy County,ND,0,2287,0
2041,38029,Emmons County,ND,1,3241,308
2042,38031,Foster County,ND,0,3210,0
2043,38033,Golden Valley County,ND,0,1761,0
2044,38035,Grand Forks County,ND,4,69451,57
2045,38037,Grant County,ND,0,2274,0
2046,38039,Griggs County,ND,0,2231,0
2047,38041,Hettinger County,ND,0,2499,0
2048,38043,Kidder County,ND,0,2480,0
2049,38045,LaMoure County,ND,0,4046,0
2050,38047,Logan County,ND,0,1850,0
2051,38049,McHenry County,ND,1,5745,174
2052,38051,McIntosh County,ND,0,2497,0
2053,38053,McKenzie County,ND,0,15024,0
2054,38055,McLean County,ND,0,9450,0
2055,38057,Mercer County,ND,0,8187,0
2056,38059,Morton County,ND,2,31364,63
2057,38061,Mountrail County,ND,0,10545,0
2058,38063,Nelson County,ND,0,2879,0
2059,38065,Oliver County,ND,0,1959,0
2060,38067,Pembina County,ND,0,6801,0
2061,38069,Pierce County,ND,0,3975,0
2062,38071,Ramsey County,ND,1,11519,86
2063,38073,Ransom County,ND,0,5218,0
2064,38075,Renville County,ND,0,2327,0
2065,38077,Richland County,ND,0,16177,0
2066,38079,Rolette County,ND,0,14176,0
2067,38081,Sargent County,ND,0,3898,0
2068,38083,Sheridan County,ND,0,1315,0
2069,38085,Sioux County,ND,0,4230,0
2070,38087,Slope County,ND,0,750,0
2071,38089,Stark County,ND,2,31489,63
2072,38091,Steele County,ND,0,1890,0
2073,38093,Stutsman County,ND,0,20704,0
2074,38095,Towner County,ND,0,2189,0
2075,38097,Traill County,ND,0,8036,0
2076,38099,Walsh County,ND,0,10641,0
2077,38101,Ward County,ND,1,67641,14
2078,38103,Wells County,ND,0,3834,0
2079,38105,Williams County,ND,0,37589,0
2081,39001,Adams County,OH,1,27698,36
2082,39003,Allen County,OH,37,102351,361
2083,39005,Ashland County,OH,0,53484,0
2084,39007,Ashtabula County,OH,42,97241,431
2085,39009,Athens County,OH,1,65327,15
2086,39011,Auglaize County,OH,3,45656,65
2087,39013,Belmont County,OH,21,67006,313
2088,39015,Brown County,OH,1,43432,23
2089,39017,Butler County,OH,39,383134,101
2090,39019,Carroll County,OH,3,26914,111
2091,39021,Champaign County,OH,1,38885,25
2092,39023,Clark County,OH,8,134083,59
2093,39025,Clermont County,OH,6,206428,29
2094,39027,Clinton County,OH,0,41968,0
2095,39029,Columbiana County,OH,58,101883,569
2096,39031,Coshocton County,OH,0,36600,0
2097,39033,Crawford County,OH,5,41494,120
2098,39035,Cuyahoga County,OH,336,1235072,272
2099,39037,Darke County,OH,25,51113,489
2100,39039,Defiance County,OH,2,38087,52
2101,39041,Delaware County,OH,15,209177,71
2102,39043,Erie County,OH,22,74266,296
2103,39045,Fairfield County,OH,12,157574,76
2104,39047,Fayette County,OH,0,28525,0
2105,39049,Franklin County,OH,357,1316756,271
2106,39051,Fulton County,OH,0,42126,0
2107,39053,Gallia County,OH,1,29898,33
2108,39055,Geauga County,OH,37,93649,395
2109,39057,Greene County,OH,8,168937,47
2110,39059,Guernsey County,OH,3,38875,77
2111,39061,Hamilton County,OH,186,817473,227
2112,39063,Hancock County,OH,1,75783,13
2113,39065,Hardin County,OH,10,31365,318
2114,39067,Harrison County,OH,1,15040,66
2115,39069,Henry County,OH,0,27006,0
2116,39071,Highland County,OH,1,43161,23
2117,39073,Hocking County,OH,7,28264,247
2118,39075,Holmes County,OH,3,43960,68
2119,39077,Huron County,OH,1,58266,17
2120,39079,Jackson County,OH,0,32413,0
2121,39081,Jefferson County,OH,2,65325,30
2122,39083,Knox County,OH,1,62322,16
2123,39085,Lake County,OH,14,230149,60
2124,39087,Lawrence County,OH,0,59463,0
2125,39089,Licking County,OH,11,176862,62
2126,39091,Logan County,OH,0,45672,0
2127,39093,Lorain County,OH,66,309833,213
2128,39095,Lucas County,OH,294,428348,686
2129,39097,Madison County,OH,7,44731,156
2130,39099,Mahoning County,OH,224,228683,979
2131,39101,Marion County,OH,34,65093,522
2132,39103,Medina County,OH,31,179746,172
2133,39105,Meigs County,OH,0,22907,0
2134,39107,Mercer County,OH,8,41172,194
2135,39109,Miami County,OH,30,106987,280
2136,39111,Monroe County,OH,15,13654,1098
2137,39113,Montgomery County,OH,20,531687,37
2138,39115,Morgan County,OH,0,14508,0
2139,39117,Morrow County,OH,1,35328,28
2140,39119,Muskingum County,OH,1,86215,11
2141,39121,Noble County,OH,0,14424,0
2142,39123,Ottawa County,OH,22,40525,542
2143,39125,Paulding County,OH,0,18672,0
2144,39127,Perry County,OH,1,36134,27
2145,39129,Pickaway County,OH,41,58457,701
2146,39131,Pike County,OH,0,27772,0
2147,39133,Portage County,OH,58,162466,356
2148,39135,Preble County,OH,1,40882,24
2149,39137,Putnam County,OH,15,33861,442
2150,39139,Richland County,OH,4,121154,33
2151,39141,Ross County,OH,2,76666,26
2152,39143,Sandusky County,OH,13,58518,222
2153,39145,Scioto County,OH,0,75314,0
2154,39147,Seneca County,OH,2,55178,36
2155,39149,Shelby County,OH,3,48590,61
2156,39151,Stark County,OH,105,370606,283
2157,39153,Summit County,OH,201,541013,371
2158,39155,Trumbull County,OH,55,197974,277
2159,39157,Tuscarawas County,OH,10,91987,108
2160,39159,Union County,OH,1,58988,16
2161,39161,Van Wert County,OH,0,28275,0
2162,39163,Vinton County,OH,2,13085,152
2163,39165,Warren County,OH,20,234602,85
2164,39167,Washington County,OH,20,59911,333
2165,39169,Wayne County,OH,52,115710,449
2166,39171,Williams County,OH,1,36692,27
2167,39173,Wood County,OH,51,130817,389
2168,39175,Wyandot County,OH,4,21772,183
2170,40001,Adair County,OK,4,22194,180
2171,40003,Alfalfa County,OK,0,5702,0
2172,40005,Atoka County,OK,0,13758,0
2173,40007,Beaver County,OK,0,5311,0
2174,40009,Beckham County,OK,0,21859,0
2175,40011,Blaine County,OK,0,9429,0
2176,40013,Bryan County,OK,1,47995,20
2177,40015,Caddo County,OK,10,28762,347
2178,40017,Canadian County,OK,3,148306,20
2179,40019,Carter County,OK,1,48111,20
2180,40021,Cherokee County,OK,1,48657,20
2181,40023,Choctaw County,OK,1,14672,68
2182,40025,Cimarron County,OK,0,2137,0
2183,40027,Cleveland County,OK,40,284014,140
2184,40029,Coal County,OK,0,5495,0
2185,40031,Comanche County,OK,5,120749,41
2186,40033,Cotton County,OK,2,5666,352
2187,40035,Craig County,OK,0,14142,0
2188,40037,Creek County,OK,7,71522,97
2189,40039,Custer County,OK,0,29003,0
2190,40041,Delaware County,OK,16,43009,372
2191,40043,Dewey County,OK,0,4891,0
2192,40045,Ellis County,OK,0,3859,0
2193,40047,Garfield County,OK,1,61056,16
2194,40049,Garvin County,OK,1,27711,36
2195,40051,Grady County,OK,4,55834,71
2196,40053,Grant County,OK,0,4333,0
2197,40055,Greer County,OK,7,5712,1225
2198,40057,Harmon County,OK,0,2653,0
