,countyFIPS,CountyName,State,Deaths,Population,DeathsPerMillion
391,12121,Suwannee County,FL,18,44417,405
392,12123,Taylor County,FL,0,21569,0
393,12125,Union County,FL,2,15237,131
394,12127,Volusia County,FL,53,553284,95
395,12129,Wakulla County,FL,1,33739,29
396,12131,Walton County,FL,9,74071,121
397,12133,Washington County,FL,11,25473,431
399,13001,Appling County,GA,13,18386,707
400,13003,Atkinson County,GA,2,8165,244
401,13005,Bacon County,GA,4,11164,358
402,13007,Baker County,GA,3,3038,987
403,13009,Baldwin County,GA,33,44890,735
404,13011,Banks County,GA,0,19234,0
405,13013,Barrow County,GA,25,83240,300
406,13015,Bartow County,GA,39,107738,361
407,13017,Ben Hill County,GA,1,16700,59
408,13019,Berrien County,GA,0,19397,0
409,13021,Bibb County,GA,37,153159,241
410,13023,Bleckley County,GA,1,12873,77
411,13025,Brantley County,GA,2,19109,104
412,13027,Brooks County,GA,11,15457,711
413,13029,Bryan County,GA,5,39627,126
414,13031,Bulloch County,GA,3,79608,37
415,13033,Burke County,GA,6,22383,268
416,13035,Butts County,GA,32,24936,1283
417,13037,Calhoun County,GA,6,6189,969
418,13039,Camden County,GA,1,54666,18
419,13043,Candler County,GA,0,10803,0
420,13045,Carroll County,GA,39,119992,325
421,13047,Catoosa County,GA,6,67580,88
422,13049,Charlton County,GA,2,13392,149
423,13051,Chatham County,GA,32,289430,110
424,13053,Chattahoochee County,GA,1,10907,91
425,13055,Chattooga County,GA,2,24789,80
426,13057,Cherokee County,GA,39,258773,150
427,13059,Clarke County,GA,15,128331,116
428,13061,Clay County,GA,2,2834,705
429,13063,Clayton County,GA,76,292256,260
430,13065,Clinch County,GA,2,6618,302
431,13067,Cobb County,GA,229,760141,301
432,13069,Coffee County,GA,15,43273,346
433,13071,Colquitt County,GA,17,45600,372
434,13073,Columbia County,GA,8,156714,51
435,13075,Cook County,GA,1,17270,57
436,13077,Coweta County,GA,14,148509,94
437,13079,Crawford County,GA,0,12404,0
438,13081,Crisp County,GA,11,22372,491
439,13083,Dade County,GA,1,16116,62
440,13085,Dawson County,GA,3,26108,114
441,13087,Decatur County,GA,8,26404,302
442,13089,DeKalb County,GA,165,759297,217
443,13091,Dodge County,GA,2,20605,97
444,13093,Dooly County,GA,12,13390,896
445,13095,Dougherty County,GA,151,87956,1716
446,13097,Douglas County,GA,35,146343,239
447,13099,Early County,GA,31,10190,3042
448,13101,Echols County,GA,0,4006,0
449,13103,Effingham County,GA,1,64296,15
450,13105,Elbert County,GA,0,19194,0
451,13107,Emanuel County,GA,2,22646,88
452,13109,Evans County,GA,0,10654,0
453,13111,Fannin County,GA,1,26188,38
454,13113,Fayette County,GA,16,114421,139
455,13115,Floyd County,GA,15,98498,152
456,13117,Forsyth County,GA,14,244252,57
457,13119,Franklin County,GA,1,23349,42
458,13121,Fulton County,GA,304,1063937,285
459,13123,Gilmer County,GA,2,31369,63
460,13125,Glascock County,GA,0,2971,0
461,13127,Glynn County,GA,3,85292,35
462,13129,Gordon County,GA,18,57963,310
463,13131,Grady County,GA,4,24633,162
464,13133,Greene County,GA,9,18324,491
465,13135,Gwinnett County,GA,162,936250,173
466,13137,Habersham County,GA,34,45328,750
467,13139,Hall County,GA,58,204441,283
468,13141,Hancock County,GA,32,8457,3783
469,13143,Haralson County,GA,4,29792,134
470,13145,Harris County,GA,8,35236,227
471,13147,Hart County,GA,0,26205,0
472,13149,Heard County,GA,3,11923,251
473,13151,Henry County,GA,31,234561,132
474,13153,Houston County,GA,20,157863,126
475,13155,Irwin County,GA,1,9416,106
476,13157,Jackson County,GA,7,72977,95
477,13159,Jasper County,GA,1,14219,70
478,13161,Jeff Davis County,GA,2,15115,132
479,13163,Jefferson County,GA,1,15362,65
480,13165,Jenkins County,GA,9,8676,1037
481,13167,Johnson County,GA,2,9643,207
482,13169,Jones County,GA,0,28735,0
483,13171,Lamar County,GA,6,19077,314
484,13173,Lanier County,GA,2,10423,191
485,13175,Laurens County,GA,1,47546,21
486,13177,Lee County,GA,22,29992,733
487,13179,Liberty County,GA,1,61435,16
488,13181,Lincoln County,GA,1,7921,126
489,13183,Long County,GA,1,19559,51
490,13185,Lowndes County,GA,4,117406,34
491,13187,Lumpkin County,GA,2,33610,59
492,13189,McDuffie County,GA,5,21312,234
493,13191,McIntosh County,GA,1,14378,69
494,13193,Macon County,GA,9,12947,695
495,13195,Madison County,GA,4,29880,133
496,13197,Marion County,GA,3,8359,358
497,13199,Meriwether County,GA,2,21167,94
498,13201,Miller County,GA,0,5718,0
499,13205,Mitchell County,GA,38,21863,1738
500,13207,Monroe County,GA,15,27578,543
501,13209,Montgomery County,GA,0,9172,0
502,13211,Morgan County,GA,0,19276,0
503,13213,Murray County,GA,1,40096,24
504,13215,Muscogee County,GA,34,195769,173
505,13217,Newton County,GA,11,111744,98
506,13219,Oconee County,GA,10,40280,248
507,13221,Oglethorpe County,GA,7,15259,458
508,13223,Paulding County,GA,14,168667,83
509,13225,Peach County,GA,9,27546,326
510,13227,Pickens County,GA,5,32591,153
511,13229,Pierce County,GA,4,19465,205
512,13231,Pike County,GA,3,18962,158
513,13233,Polk County,GA,1,42613,23
514,13235,Pulaski County,GA,2,11137,179
515,13237,Putnam County,GA,11,22119,497
516,13239,Quitman County,GA,1,2299,434
517,13241,Rabun County,GA,4,17137,233
518,13243,Randolph County,GA,23,6778,3393
519,13245,Richmond County,GA,42,202518,207
520,13247,Rockdale County,GA,9,90896,99
521,13249,Schley County,GA,1,5257,190
522,13251,Screven County,GA,4,13966,286
523,13253,Seminole County,GA,2,8090,247
524,13255,Spalding County,GA,31,66703,464
525,13257,Stephens County,GA,5,25925,192
526,13259,Stewart County,GA,1,6621,151
527,13261,Sumter County,GA,49,29524,1659
528,13263,Talbot County,GA,2,6195,322
529,13265,Taliaferro County,GA,0,1537,0
530,13267,Tattnall County,GA,0,25286,0
531,13269,Taylor County,GA,2,8020,249
532,13271,Telfair County,GA,2,15860,126
533,13273,Terrell County,GA,27,8531,3164
534,13275,Thomas County,GA,33,44451,742
535,13277,Tift County,GA,25,40644,615
536,13279,Toombs County,GA,5,26830,186
537,13281,Towns County,GA,1,12037,83
538,13283,Treutlen County,GA,1,6901,144
539,13285,Troup County,GA,26,69922,371
540,13287,Turner County,GA,16,7985,2003
541,13289,Twiggs County,GA,1,8120,123
542,13291,Union County,GA,3,24511,122
543,13293,Upson County,GA,43,26320,1633
544,13295,Walker County,GA,5,69761,71
545,13297,Walton County,GA,25,94593,264
546,13299,Ware County,GA,15,35734,419
547,13301,Warren County,GA,0,5254,0
548,13303,Washington County,GA,1,20374,49
549,13305,Wayne County,GA,0,29927,0
550,13307,Webster County,GA,1,2607,383
551,13309,Wheeler County,GA,0,7855,0
552,13311,White County,GA,4,30798,129
553,13313,Whitfield County,GA,10,104628,95
554,13315,Wilcox County,GA,15,8635,1737
555,13317,Wilkes County,GA,1,9777,102
556,13319,Wilkinson County,GA,7,8954,781
557,13321,Worth County,GA,21,20247,1037
559,15001,Hawaii County,HI,0,201513,0
560,15003,Honolulu County,HI,11,974563,11
561,15005,Kalawao County,HI,0,86,0
562,15007,Kauai County,HI,0,72293,0
563,15009,Maui County,HI,6,167417,35
565,16001,Ada County,ID,22,481587,45
566,16003,Adams County,ID,0,4294,0
567,16005,Bannock County,ID,1,87808,11
568,16007,Bear Lake County,ID,0,6125,0
569,16009,Benewah County,ID,0,9298,0
570,16011,Bingham County,ID,0,46811,0
571,16013,Blaine County,ID,5,23021,217
572,16015,Boise County,ID,0,7831,0
573,16017,Bonner County,ID,0,45739,0
574,16019,Bonneville County,ID,1,119062,8
575,16021,Boundary County,ID,0,12245,0
576,16023,Butte County,ID,0,2597,0
577,16025,Camas County,ID,0,1106,0
578,16027,Canyon County,ID,6,229849,26
579,16029,Caribou County,ID,0,7155,0
580,16031,Cassia County,ID,1,24030,41
581,16033,Clark County,ID,0,845,0
582,16035,Clearwater County,ID,0,8756,0
583,16037,Custer County,ID,0,4315,0
584,16039,Elmore County,ID,2,27511,72
585,16041,Franklin County,ID,0,13876,0
586,16043,Fremont County,ID,0,13099,0
587,16045,Gem County,ID,0,18112,0
588,16047,Gooding County,ID,1,15179,65
589,16049,Idaho County,ID,0,16667,0
590,16051,Jefferson County,ID,0,29871,0
591,16053,Jerome County,ID,3,24412,122
592,16055,Kootenai County,ID,1,165697,6
593,16057,Latah County,ID,0,40108,0
594,16059,Lemhi County,ID,0,8027,0
595,16061,Lewis County,ID,0,3838,0
596,16063,Lincoln County,ID,0,5366,0
597,16065,Madison County,ID,0,39907,0
598,16067,Minidoka County,ID,0,21039,0
599,16069,Nez Perce County,ID,19,40408,470
600,16071,Oneida County,ID,0,4531,0
601,16073,Owyhee County,ID,0,11823,0
602,16075,Payette County,ID,2,23951,83
603,16077,Power County,ID,0,7681,0
604,16079,Shoshone County,ID,0,12882,0
605,16081,Teton County,ID,0,12142,0
606,16083,Twin Falls County,ID,25,86878,287
607,16085,Valley County,ID,0,11392,0
608,16087,Washington County,ID,0,10194,0
610,17001,Adams County,IL,1,65435,15
611,17003,Alexander County,IL,0,5761,0
612,17005,Bond County,IL,1,16426,60
613,17007,Boone County,IL,20,53544,373
614,17009,Brown County,IL,0,6578,0
615,17011,Bureau County,IL,1,32628,30
616,17013,Calhoun County,IL,0,4739,0
617,17015,Carroll County,IL,2,14305,139
618,17017,Cass County,IL,0,12147,0
619,17019,Champaign County,IL,11,209689,52
620,17021,Christian County,IL,4,32304,123
621,17023,Clark County,IL,0,15441,0
622,17025,Clay County,IL,0,13184,0
623,17027,Clinton County,IL,17,37562,452
624,17029,Coles County,IL,17,50621,335
625,17031,Cook County,IL,4390,5150233,852
626,17033,Crawford County,IL,0,18667,0
627,17035,Cumberland County,IL,0,10766,0
628,17037,DeKalb County,IL,18,104897,171
629,17039,De Witt County,IL,0,15638,0
630,17041,Douglas County,IL,0,19465,0
631,17043,DuPage County,IL,448,922921,485
632,17045,Edgar County,IL,0,17161,0
633,17047,Edwards County,IL,0,6395,0
634,17049,Effingham County,IL,1,34008,29
635,17051,Fayette County,IL,3,21336,140
636,17053,Ford County,IL,1,12961,77
637,17055,Franklin County,IL,0,38469,0
638,17057,Fulton County,IL,0,34340,0
639,17059,Gallatin County,IL,0,4828,0
640,17061,Greene County,IL,0,12969,0
641,17063,Grundy County,IL,3,51054,58
642,17065,Hamilton County,IL,0,8116,0
643,17067,Hancock County,IL,1,17708,56
644,17069,Hardin County,IL,0,3821,0
645,17071,Henderson County,IL,0,6646,0
646,17073,Henry County,IL,1,48913,20
647,17075,Iroquois County,IL,5,27114,184
648,17077,Jackson County,IL,18,56750,317
649,17079,Jasper County,IL,7,9610,728
650,17081,Jefferson County,IL,16,37684,424
651,17083,Jersey County,IL,1,21773,45
652,17085,Jo Daviess County,IL,1,21235,47
653,17087,Johnson County,IL,0,12417,0
654,17089,Kane County,IL,249,532403,467
655,17091,Kankakee County,IL,61,109862,555
656,17093,Kendall County,IL,20,128990,155
657,17095,Knox County,IL,0,49699,0
658,17097,Lake County,IL,398,696535,571
659,17099,LaSalle County,IL,16,108669,147
660,17101,Lawrence County,IL,0,15678,0
661,17103,Lee County,IL,1,34096,29
662,17105,Livingston County,IL,2,35648,56
663,17107,Logan County,IL,0,28618,0
